Word_Corpus_All_Picturebooks,Lemma,Freq_Raw,Word_Narrative_Picturebooks,Lemma,Freq_Raw,Word_Informational_Picturebooks,Lemma,Freq_Raw
sahar,sahar,3,pepa,pepa,2,,,
hordes,horde,3,patriotic,patriotic,2,,,
concerning,concern,3,lar,lar,2,,,
dangly,dangly,3,merrygoround,merrygoround,2,,,
chugga,chugga,3,equaled,equal,2,,,
pipat,pipat,3,consisted,consist,2,,,
beo,beo,3,menacingly,menacingly,2,,,
lampshades,lampshade,3,riverbanks,riverbank,2,,,
marggo,marggo,3,hoss,hoss,2,,,
chainsaw,chainsaw,3,paranormal,paranormal,2,,,
cg,cg,3,scotsman,scotsman,2,,,
tireless,tireless,3,baldness,baldness,2,,,
aced,ace,3,wattle,wattle,2,,,
yummier,yummier,3,whence,whence,2,,,
songbirds,songbird,3,twain,twain,2,,,
wampo,wampo,3,alpacatory,alpacatory,2,,,
gains,gain,3,hondure̱o,hondure̱o,2,,,
liability,liability,3,pitifer,pitifer,2,,,
revisit,revisit,3,panama,panama,2,,,
portugal,portugal,3,administer,administer,2,,,
blankly,blankly,3,paloan,paloan,2,,,
stroed,stroe,3,tonga,tonga,2,,,
velli,velli,3,humiliated,humiliate,2,,,
flailed,flail,3,restarted,restart,2,,,
objective,objective,3,hardwood,hardwood,2,,,
swab,swab,3,reggaeton,reggaeton,2,,,
info,info,3,guitarras,guitarras,2,,,
ayan,ayan,3,trompetas,trompeta,2,,,
straightaway,straightaway,3,somin,somin,2,,,
gentlest,gentle,3,wrongs,wrong,2,,,
matchsticks,matchstick,3,chilaquiles,chilaquile,2,,,
pincers,pincer,3,paises,paises,2,,,
insights,insight,3,canaan,canaan,2,,,
scullion,scullion,3,hispanics,hispanics,2,,,
purples,purple,3,churros,churro,2,,,
scrapbooks,scrapbook,3,nineve,nineve,2,,,
mende,mende,3,heheheheh,heheheheh,2,,,
denial,denial,3,dominican,dominican,2,,,
copycats,copycat,3,ferdinam,ferdinam,2,,,
advocate,advocate,3,removes,remove,2,,,
denim,denim,3,playstation,playstation,2,,,
cadence,cadence,3,mcgoons,mcgoon,2,,,
culling,cull,3,poverty,poverty,2,,,
researching,research,3,dural,dural,2,,,
pigment,pigment,3,tightrope,tightrope,2,,,
gimmel,gimmel,3,regurgitated,regurgitate,2,,,
coziness,coziness,3,tittlemouse,tittlemouse,2,,,
dingy,dingy,3,unbridled,unbridled,2,,,
abrams,abrams,3,donegal,donegal,2,,,
diversify,diversify,3,pews,pew,2,,,
tuscany,tuscany,3,gredle,gredle,2,,,
transplant,transplant,3,soed,soe,2,,,
transplanted,transplant,3,greenawalt,greenawalt,2,,,
associated,associate,3,amariah,amariah,2,,,
twisterly,twisterly,3,caramels,caramel,2,,,
nightingales,nightingale,3,generator,generator,2,,,
tunk,tunk,3,coating,coat,2,,,
yanks,yank,3,redemption,redemption,2,,,
headings,heading,3,csi,csi,2,,,
informational,informational,3,allspice,allspice,2,,,
toothsome,toothsome,3,waacka,waacka,2,,,
clopped,clop,3,dey,dey,2,,,
snuffing,snuff,3,classen,classen,2,,,
mashup,mashup,3,richly,richly,2,,,
idiosyncrasies,idiosyncrasy,3,pavlova,pavlova,2,,,
dewalt,dewalt,3,miaowed,miaow,2,,,
roh,roh,3,singapore,singapore,2,,,
industries,industry,3,braying,braying,2,,,
grandstand,grandstand,3,fasten,fasten,2,,,
uber,uber,3,juarez,juarez,2,,,
earhart,earhart,3,ated,ate,2,,,
orphaned,orphan,3,symbolizing,symbolizing,2,,,
quarantine,quarantine,3,handsomest,handsome,2,,,
nazi,nazi,3,sacrificed,sacrifice,2,,,
soldiering,soldiering,3,pauliey,pauliey,2,,,
unsnapped,unsnap,3,gramp,gramp,2,,,
scuffling,scuffle,3,commemorate,commemorate,2,,,
jittering,jittering,3,pointers,pointer,2,,,
yuckiest,yuckiest,3,nmo,nmo,2,,,
ges,ges,3,conundrum,conundrum,2,,,
windchimes,windchimes,3,drinkables,drinkable,2,,,
hammocks,hammock,3,doodoo,doodoo,2,,,
advantages,advantage,3,eatables,eatable,2,,,
morals,moral,3,blackthorn,blackthorn,2,,,
virtuous,virtuous,3,earthly,earthly,2,,,
fidgeted,fidget,3,pos,pos,2,,,
elevators,elevator,3,anzac,anzac,2,,,
mcbride,mcbride,3,crabulous,crabulous,2,,,
caregivers,caregiver,3,imperfections,imperfection,2,,,
brunswick,brunswick,3,vom,vom,2,,,
monologue,monologue,3,ines,ines,2,,,
carney,carney,3,boohoohoo,boohoohoo,2,,,
skippy,skippy,3,whaaaaaaaat,whaaaaaaaat,2,,,
gumby,gumby,3,illusions,illusions,2,,,
huddles,huddle,3,accuracy,accuracy,2,,,
sav,sav,3,appoint,appoint,2,,,
satisfy,satisfy,3,scrunch,scrunch,2,,,
galatians,galatians,3,flam,flam,2,,,
gabi,gabi,3,mage,mage,2,,,
haddie,haddie,3,rodolfo,rodolfo,2,,,
spirituals,spiritual,3,discouraging,discouraging,2,,,
sabbath,sabbath,3,yolo,yolo,2,,,
joaquin,joaquin,3,bonking,bonk,2,,,
lorie,lorie,3,amnesia,amnesia,2,,,
kamal,kamal,3,vogue,vogue,2,,,
lazing,laze,3,barracuda,barracuda,2,,,
cautions,caution,3,scowls,scowl,2,,,
newfoundland,newfoundland,3,gobbley,gobbley,2,,,
rosen,rosen,3,hahahahahaha,hahahahahaha,2,,,
redecorate,redecorate,3,correa,correa,2,,,
corridors,corridor,3,braun,braun,2,,,
hooved,hoove,3,ell,ell,2,,,
porpus,porpus,3,buggies,buggy,2,,,
wolverines,wolverine,3,grudgingly,grudgingly,2,,,
footie,footie,3,swall,swall,2,,,
ooo,ooo,3,crosswire,crosswire,2,,,
daer,daer,3,pumpy,pumpy,2,,,
wii,wii,3,lacks,lack,2,,,
misunderstandings,misunderstanding,3,neckties,necktie,2,,,
hilarity,hilarity,3,pakka,pakka,2,,,
canvases,canvas,3,gallantly,gallantly,2,,,
uhh,uhh,3,maka,maka,2,,,
xavier,xavier,3,pontipines,pontipine,2,,,
stellar,stellar,3,nonk,nonk,2,,,
enticing,entice,3,ninky,ninky,2,,,
sergio,sergio,3,hahoos,hahoo,2,,,
bonito,bonito,3,reacting,react,2,,,
waterway,waterway,3,loony,loony,2,,,
knighted,knight,3,kerplunk,kerplunk,2,,,
greenfield,greenfield,3,invigorating,invigorate,2,,,
oliva,oliva,3,symptoms,symptom,2,,,
quipped,quip,3,stately,stately,2,,,
wifred,wifred,3,jiggy,jiggy,2,,,
beater,beater,3,grapevine,grapevine,2,,,
attics,attic,3,jace,jace,2,,,
alyssa,alyssa,3,instantaneously,instantaneously,2,,,
unlimited,unlimited,3,swalled,swalle,2,,,
whiskery,whiskery,3,persisted,persist,2,,,
clawhouser,clawhouser,3,ghosto,ghosto,2,,,
shish,shish,3,sparkler,sparkler,2,,,
youthful,youthful,3,hoeing,hoe,2,,,
wilhelm,wilhelm,3,unspeakable,unspeakable,2,,,
notot,notot,3,ungrateful,ungrateful,2,,,
kelts,kelts,3,parental,parental,2,,,
florists,florist,3,flaunt,flaunt,2,,,
treasury,treasury,3,serenades,serenade,2,,,
jellyfishing,jellyfishing,3,brazen,brazen,2,,,
raar,raar,3,gruffly,gruffly,2,,,
reservation,reservation,3,overweight,overweight,2,,,
fireplaces,fireplace,3,pisa,pisa,2,,,
advisers,adviser,3,sobb,sobb,2,,,
stargazing,stargaze,3,huckberry,huckberry,2,,,
ganda,ganda,3,cronies,crony,2,,,
zest,z,3,larder,larder,2,,,
lamington,lamington,3,keats,keats,2,,,
krab,krab,3,prissy,prissy,2,,,
concealed,conceal,3,silverstein,silverstein,2,,,
footstep,footstep,3,noisier,noisy,2,,,
oar,oar,3,vibrating,vibrate,2,,,
parcheesi,parcheesi,3,pastimes,pastime,2,,,
scruffiest,scruffy,3,tamatoa,tamatoa,2,,,
tast,tast,3,perfumes,perfume,2,,,
oompa,oompa,3,insensitive,insensitive,2,,,
inching,inch,3,moni,moni,2,,,
alertly,alertly,3,orejas,orejas,2,,,
crinch,crinch,3,choclo,choclo,2,,,
hogwarts,hogwart,3,xbox,xbox,2,,,
norwegian,norwegian,3,janie,janie,2,,,
sprawling,sprawl,3,downhearted,downhearted,2,,,
eore,eore,3,plagued,plague,2,,,
hater,hater,3,acing,ace,2,,,
geologist,geologist,3,inserted,insert,2,,,
baltis,baltis,3,mauve,mauve,2,,,
shadowlands,shadowland,3,balon,balon,2,,,
tovey,tovey,3,consults,consult,2,,,
picado,picado,3,amigo,amigo,2,,,
doctorate,doctorate,3,pranties,prantie,2,,,
elusive,elusive,3,jody,jody,2,,,
lawful,lawful,3,yorkshire,yorkshire,2,,,
quinton,quinton,3,poncho,poncho,2,,,
veils,veil,3,nathabi,nathabi,2,,,
filmore,filmore,3,knobs,knob,2,,,
queenie,queenie,3,pranty,pranty,2,,,
shale,shale,3,portly,portly,2,,,
muerto,muerto,3,arabia,arabia,2,,,
checkups,checkup,3,ojos,ojos,2,,,
feller,feller,3,olfactory,olfactory,2,,,
knoll,knoll,3,makidaki,makidaki,2,,,
crysanthemum,crysanthemum,3,leggings,legging,2,,,
cheeked,cheeked,3,tattletale,tattletale,2,,,
sauerkraut,sauerkraut,3,fredman,fredman,2,,,
exits,exit,3,duds,dud,2,,,
transylvania,transylvania,3,woodpile,woodpile,2,,,
fiddler,fiddler,3,yellowed,yellow,2,,,
tulani,tulani,3,beards,beards,2,,,
tectonic,tectonic,3,florist,florist,2,,,
flint,flint,3,mosque,mosque,2,,,
tumbler,tumbler,3,piggle,piggle,2,,,
hobble,hobble,3,uneasily,uneasily,2,,,
spiffy,spiffy,3,soaping,soaping,2,,,
debating,debating,3,woes,woe,2,,,
ornate,ornate,3,blindness,blindness,2,,,
klaw,klaw,3,tanya,tanya,2,,,
mccomb,mccomb,3,mentors,mentor,2,,,
impression,impression,3,shetland,shetland,2,,,
forgettable,forgettable,3,flume,flume,2,,,
condor,condor,3,kalia,kalia,2,,,
musk,musk,3,jittered,jittered,2,,,
tembi,tembi,3,antigua,antigua,2,,,
rinsed,rinse,3,sawdust,sawdust,2,,,
umarov,umarov,3,rica,rica,2,,,
coasts,coast,3,bleeping,bleep,2,,,
psums,psum,3,crouching,crouch,2,,,
cruises,cruise,3,sorman,sorman,2,,,
lik,lik,3,whinnied,whinny,2,,,
kerchief,kerchief,3,currant,currant,2,,,
paving,pave,3,peddling,peddle,2,,,
inappropriate,inappropriate,3,cowan,cowan,2,,,
terrorized,terrorize,3,slopped,slop,2,,,
dimmer,dimmer,3,facetime,facetime,2,,,
cheaper,cheap,3,ronda,ronda,2,,,
loock,loock,3,guarino,guarino,2,,,
hark,hark,3,edith,edith,2,,,
flowerpots,flowerpot,3,humper,humper,2,,,
psst,psst,3,munchkin,munchkin,2,,,
grp,grp,3,toma,toma,2,,,
kris,kris,3,taping,tape,2,,,
ddo,ddo,3,solace,solace,2,,,
flytrap,flytrap,3,belted,belt,2,,,
refrigerated,refrigerated,3,veto,veto,2,,,
obtained,obtain,3,merriest,merriest,2,,,
chubs,chubs,3,paully,paully,2,,,
aby,aby,3,elfies,elfie,2,,,
jackals,jackal,3,woodworker,woodworker,2,,,
automobiles,automobile,3,respectfully,respectfully,2,,,
alternate,alternate,3,bzz,bzz,2,,,
runch,runch,3,gidget,gidget,2,,,
wickedness,wickedness,3,headbutted,headbutt,2,,,
mariachis,mariachis,3,unbuckled,unbuckled,2,,,
centennial,centennial,3,draggy,draggy,2,,,
barbecued,barbecue,3,cocinas,cocina,2,,,
nannies,nanny,3,surgery,surgery,2,,,
corgis,corgis,3,raoul,raoul,2,,,
magar,magar,3,socials,social,2,,,
spongy,spongy,3,nightshirt,nightshirt,2,,,
protectors,protector,3,comer,comer,2,,,
inexplicable,inexplicable,3,regained,regain,2,,,
hunchback,hunchback,3,efficiently,efficiently,2,,,
englishman,englishman,3,tinkerer,tinkerer,2,,,
maintenance,maintenance,3,weirdly,weirdly,2,,,
flingo,flingo,3,management,management,2,,,
stiffened,stiffen,3,hagen,hagen,2,,,
transporter,transporter,3,mueller,mueller,2,,,
highlands,highland,3,denny,denny,2,,,
rarer,rare,3,sai,sai,2,,,
hooooot,hooooot,3,easedropping,easedroppe,2,,,
consuming,consume,3,cyber,cyber,2,,,
hoes,hoe,3,playdate,playdate,2,,,
brained,brain,3,dorman,dorman,2,,,
overlapping,overlap,3,awhile,awhile,2,,,
injure,injure,3,chaney,chaney,2,,,
shipwrecked,shipwreck,3,smelliness,smelliness,2,,,
withstand,withstand,3,vanishes,vanishe,2,,,
disrupting,disrupt,3,faust,faust,2,,,
notified,notify,3,octopants,octopant,2,,,
pred,pre,3,confined,confine,2,,,
cutaway,cutaway,3,sanskrit,sanskrit,2,,,
abides,abide,3,zindala,zindala,2,,,
flickers,flicker,3,shruggs,shruggs,2,,,
hustling,hustling,3,mercier,mercier,2,,,
babysitters,babysitter,3,retiring,retire,2,,,
lockas,lockas,3,danglers,dangler,2,,,
teammate,teammate,3,hounding,hounding,2,,,
chorizos,chorizos,3,mashka,mashka,2,,,
dalia,dalia,3,chango,chango,2,,,
smoothest,smooth,3,bumbles,bumble,2,,,
canines,canine,3,jell,jell,2,,,
exodus,exodus,3,dwayne,dwayne,2,,,
domesticated,domesticated,3,ajab,ajab,2,,,
deliberately,deliberately,3,cd,cd,2,,,
distributed,distribute,3,doorways,doorway,2,,,
rasher,rasher,3,chrisy,chrisy,2,,,
munn,munn,3,atlanta,atlanta,2,,,
opposed,oppose,3,marguerite,marguerite,2,,,
ccd,ccd,3,nixon,nixon,2,,,
protector,protector,3,felines,feline,2,,,
barbecues,barbecue,3,beaned,bean,2,,,
gospels,gospel,3,chandeliers,chandelier,2,,,
tramped,tramp,3,francs,franc,2,,,
swimsuits,swimsuit,3,mclean,mclean,2,,,
alleys,alley,3,poy,poy,2,,,
scrumptuous,scrumptuous,2,mcleans,mclean,2,,,
bour,bour,2,leatherback,leatherback,2,,,
mereda,mereda,2,mccarol,mccarol,2,,,
mightier,mightier,2,pisces,pisces,2,,,
humdrum,humdrum,2,paintbrushes,paintbrush,2,,,
morphs,morph,2,inquisitive,inquisitive,2,,,
pompom,pompom,2,capricorn,capricorn,2,,,
lemony,lemony,2,virgo,virgo,2,,,
replacement,replacement,2,arto,arto,2,,,
informant,informant,2,exhaustion,exhaustion,2,,,
hik,hik,2,printable,printable,2,,,
climes,clime,2,scrapbooking,scrapbooke,2,,,
marnie,marnie,2,birder,birder,2,,,
banos,banos,2,recovering,recover,2,,,
crusts,crust,2,biddy,biddy,2,,,
mya,mya,2,stupor,stupor,2,,,
bluee,bluee,2,anchoring,anchor,2,,,
titch,titch,2,landlubber,landlubber,2,,,
woodworker,woodworker,2,excursion,excursion,2,,,
mahamaya,mahamaya,2,cumins,cumin,2,,,
eha,eha,2,boggy,boggy,2,,,
barad,barad,2,stooped,stoop,2,,,
pamera,pamera,2,producers,producer,2,,,
tempimple,tempimple,2,cuddlies,cuddlie,2,,,
havana,havana,2,patronizing,patronizing,2,,,
tweaker,tweaker,2,snowboards,snowboard,2,,,
wyoming,wyoming,2,xans,xans,2,,,
clarksville,clarksville,2,fingert,fingert,2,,,
adriel,adriel,2,sams,sams,2,,,
gibb,gibb,2,geek,geek,2,,,
rainclouds,raincloud,2,starlit,starlit,2,,,
resto,resto,2,worryful,worryful,2,,,
booo,booo,2,contributed,contribute,2,,,
raids,raid,2,kel,kel,2,,,
yellowed,yellow,2,cox,cox,2,,,
clenching,clench,2,eer,eer,2,,,
spookily,spookily,2,toothsome,toothsome,2,,,
jocks,jock,2,masher,masher,2,,,
blacky,blacky,2,clawing,clawing,2,,,
busters,busters,2,globety,globety,2,,,
marissa,marissa,2,wibbled,wibble,2,,,
scrunch,scrunch,2,glibity,glibity,2,,,
headset,headset,2,relations,relation,2,,,
clanking,clank,2,enclosures,enclosure,2,,,
shuckers,shuckers,2,audio,audio,2,,,
griped,gripe,2,whaaaaaaat,whaaaaaaat,2,,,
tua,tua,2,grappled,grapple,2,,,
honolulu,honolulu,2,doin,doin,2,,,
duds,dud,2,clifton,clifton,2,,,
daming,daming,2,warring,war,2,,,
lumpia,lumpia,2,choc,choc,2,,,
beehives,beehive,2,motorized,motorize,2,,,
shrieky,shrieky,2,jeremiah,jeremiah,2,,,
doodoo,doodoo,2,zilla,zilla,2,,,
solidify,solidify,2,programs,program,2,,,
simmering,simmer,2,glamour,glamour,2,,,
hollows,hollows,2,dogzilla,dogzilla,2,,,
criminally,criminally,2,vooks,vook,2,,,
endersby,endersby,2,unappreciated,unappreciated,2,,,
flagpole,flagpole,2,oakland,oakland,2,,,
mecca,mecca,2,finns,finn,2,,,
hedy,hedy,2,grays,gray,2,,,
disrespecting,disrespect,2,funnyy,funnyy,2,,,
timberwolves,timberwolve,2,ambassador,ambassador,2,,,
illusions,illusions,2,passers,passer,2,,,
serengetti,serengetti,2,ach,ach,2,,,
finesse,finesse,2,ladybirds,ladybird,2,,,
chatbox,chatbox,2,lacing,lace,2,,,
peir,peir,2,subsided,subside,2,,,
eban,eban,2,joo,joo,2,,,
gs,gs,2,gays,gay,2,,,
lesso,lesso,2,praner,praner,2,,,
veto,veto,2,spar,spar,2,,,
lob,lob,2,sayo,sayo,2,,,
rhm,rhm,2,paging,page,2,,,
cheesecopter,cheesecopter,2,economics,economic,2,,,
bleeping,bleep,2,dutily,dutily,2,,,
lopshshire,lopshshire,2,memphis,memphis,2,,,
norville,norville,2,machi,machi,2,,,
hefted,heft,2,kissa,kissa,2,,,
tiddle,tiddle,2,somebodies,somebody,2,,,
elbowed,elbow,2,kppi,kppi,2,,,
brunner,brunner,2,osani,osani,2,,,
girlssize,girlssize,2,bittersweet,bittersweet,2,,,
appoint,appoint,2,chesa,chesa,2,,,
octan,octan,2,kwan,kwan,2,,,
apparent,apparent,2,iasi,iasi,2,,,
nightside,nightside,2,akin,akin,2,,,
ivana,ivana,2,effortlessly,effortlessly,2,,,
cringe,cringe,2,mishap,mishap,2,,,
halley,halley,2,detroit,detroit,2,,,
myrna,myrna,2,dapping,dapping,2,,,
mongolia,mongolia,2,bre,bre,2,,,
unmakes,unmake,2,grady,grady,2,,,
crisper,crisper,2,troupe,troupe,2,,,
fretful,fretful,2,netflix,netflix,2,,,
ht,ht,2,cabana,cabana,2,,,
whaaaaaaat,whaaaaaaat,2,mademoiselle,mademoiselle,2,,,
dipple,dipple,2,kuspet,kuspet,2,,,
maryanne,maryanne,2,www,www,2,,,
flatt,flatt,2,atlas,atlas,2,,,
presta,presta,2,welling,well,2,,,
manate,manate,2,allu,allu,2,,,
pritchard,pritchard,2,prows,prow,2,,,
lunz,lunz,2,braylon,braylon,2,,,
artichoke,artichoke,2,dimpled,dimpled,2,,,
pointers,pointer,2,ul,ul,2,,,
washcloths,washcloth,2,colourful,colourful,2,,,
emory,emory,2,futuristic,futuristic,2,,,
lopin,lopin,2,stagehand,stagehand,2,,,
cornwall,cornwall,2,realities,reality,2,,,
fingerpainted,fingerpainte,2,roosting,roost,2,,,
straining,strain,2,tots,tot,2,,,
rowdies,rowdy,2,stark,stark,2,,,
oxecker,oxecker,2,pragyatomar,pragyatomar,2,,,
pledged,pledge,2,strayed,stray,2,,,
zatar,zatar,2,craze,craze,2,,,
shouldering,shoulder,2,pandemic,pandemic,2,,,
slushed,slush,2,inconvenience,inconvenience,2,,,
noot,noot,2,tuxedos,tuxedo,2,,,
pranksters,prankster,2,tippity,tippity,2,,,
extravaganza,extravaganza,2,poutine,poutine,2,,,
toue,toue,2,shcks,shck,2,,,
shiftwell,shiftwell,2,snit,snit,2,,,
suatach,suatach,2,tencel,tencel,2,,,
blanky,blanky,2,moot,moot,2,,,
wozy,wozy,2,smor,smor,2,,,
brash,brash,2,saeed,saeed,2,,,
snacker,snacker,2,vinegared,vinegare,2,,,
juicier,juicy,2,keister,keister,2,,,
uncook,uncook,2,karachi,karachi,2,,,
ricotta,ricotta,2,headstrong,headstrong,2,,,
spinned,spinne,2,pescik,pescik,2,,,
baser,baser,2,nigiri,nigiri,2,,,
conservatory,conservatory,2,ura,ura,2,,,
crispen,crispen,2,goalkeeper,goalkeeper,2,,,
basted,baste,2,inuit,inuit,2,,,
paully,paully,2,mayamiko,mayamiko,2,,,
americ,americ,2,rainwater,rainwater,2,,,
maniac,maniac,2,boipo,boipo,2,,,
lagaan,lagaan,2,assembles,assemble,2,,,
mcmissile,mcmissile,2,waltzed,waltz,2,,,
brimax,brimax,2,lice,lice,2,,,
heartshaped,heartshape,2,dinny,dinny,2,,,
woosh,woosh,2,endangering,endanger,2,,,
flume,flume,2,doxen,doxen,2,,,
pebbl,pebbl,2,devastating,devastating,2,,,
crossbow,crossbow,2,risley,risley,2,,,
bulbous,bulbous,2,woring,wore,2,,,
pajammin,pajammin,2,traces,trace,2,,,
waruses,waruse,2,crossbow,crossbow,2,,,
kiniro,kiniro,2,pajammin,pajammin,2,,,
sabor,sabor,2,dees,dee,2,,,
flam,flam,2,colonization,colonization,2,,,
slouching,slouch,2,sonian,sonian,2,,,
circulation,circulation,2,clomped,clomp,2,,,
texting,texte,2,polisa,polisa,2,,,
antigua,antigua,2,mamey,mamey,2,,,
haran,haran,2,nucamus,nucamus,2,,,
outcomes,outcome,2,fluke,fluke,2,,,
puffa,puffa,2,musketss,musketss,2,,,
scallywag,scallywag,2,neapolitan,neapolitan,2,,,
predicting,predict,2,weaman,weaman,2,,,
swa,swa,2,dinero,dinero,2,,,
bailando,bailando,2,spanglish,spanglish,2,,,
cram,cram,2,bailando,bailando,2,,,
sparkler,sparkler,2,wither,wither,2,,,
bahama,bahama,2,exceptions,exception,2,,,
pauliey,pauliey,2,gumball,gumball,2,,,
chucked,chuck,2,sumaya,sumaya,2,,,
wei,wei,2,fattened,fatten,2,,,
bananza,bananza,2,gloating,gloat,2,,,
mozart,mozart,2,tuttle,tuttle,2,,,
abell,abell,2,nubbins,nubbin,2,,,
pews,pew,2,regretfully,regretfully,2,,,
abcd,abcd,2,sessions,session,2,,,
bitly,bitly,2,uncalled,uncalled,2,,,
soaping,soaping,2,weily,weily,2,,,
durken,durken,2,sleo,sleo,2,,,
cardigans,cardigan,2,grandest,grand,2,,,
shetland,shetland,2,curses,curse,2,,,
midel,midel,2,elizab,elizab,2,,,
annoyingly,annoyingly,2,africans,africans,2,,,
fleeting,fleeting,2,homelands,homeland,2,,,
duckin,duckin,2,outlette,outlette,2,,,
gales,gales,2,minted,mint,2,,,
polishes,polish,2,cos,cos,2,,,
shrimpo,shrimpo,2,distracts,distract,2,,,
disliked,dislike,2,gambled,gamble,2,,,
boingy,boingy,2,bumpety,bumpety,2,,,
flees,flee,2,wapanog,wapanog,2,,,
mejor,mejor,2,warfare,warfare,2,,,
gallantly,gallantly,2,texting,texte,2,,,
budging,budging,2,seedling,seedling,2,,,
tuille,tuille,2,theaters,theater,2,,,
thinned,thin,2,dappy,dappy,2,,,
osaurus,osaurus,2,ores,ore,2,,,
beigy,beigy,2,dedicating,dedicate,2,,,
pumpers,pumper,2,buoyant,buoyant,2,,,
corsairs,corsair,2,gamut,gamut,2,,,
penit,penit,2,ohm,ohm,2,,,
mamey,mamey,2,mouthfuls,mouthful,2,,,
slle,slle,2,teeters,teeter,2,,,
reven,reven,2,stressing,stress,2,,,
gaming,gaming,2,splirt,splirt,2,,,
mashing,mashing,2,oooooooooooo,oooooooooooo,2,,,
weir,weir,2,criminally,criminally,2,,,
greenawalt,greenawalt,2,mightier,mightier,2,,,
packer,packer,2,insanely,insanely,2,,,
gots,got,2,committee,committee,2,,,
vampirina,vampirina,2,climes,clime,2,,,
bnb,bnb,2,zest,z,2,,,
crickle,crickle,2,humdrum,humdrum,2,,,
suszie,suszie,2,rainclouds,raincloud,2,,,
srel,srel,2,unmakes,unmake,2,,,
amariah,amariah,2,seaotter,seaotter,2,,,
hukah,hukah,2,schmancy,schmancy,2,,,
loans,loan,2,buoy,buoy,2,,,
allspice,allspice,2,sirl,sirl,2,,,
polisa,polisa,2,install,install,2,,,
belleville,belleville,2,sickle,sickle,2,,,
premises,premise,2,trilogy,trilogy,2,,,
hauntleys,hauntleys,2,encased,encase,2,,,
riskier,risky,2,yummies,yummie,2,,,
boohoohoo,boohoohoo,2,approves,approve,2,,,
xai,xai,2,sabor,sabor,2,,,
puncher,puncher,2,mejor,mejor,2,,,
puggy,puggy,2,esta,esta,2,,,
stab,stab,2,saya,saya,2,,,
rallied,rally,2,aaahhhh,aaahhhh,2,,,
juarez,juarez,2,chaff,chaff,2,,,
spanglish,spanglish,2,tinkering,tinker,2,,,
ferg,ferg,2,threshing,threshing,2,,,
narcisso,narcisso,2,millstone,millstone,2,,,
raved,rave,2,witchtime,witchtime,2,,,
shalai,shalai,2,killerglin,killerglin,2,,,
forbade,forbid,2,ilene,ilene,2,,,
braying,braying,2,eo,eo,2,,,
beastro,beastro,2,pressures,pressure,2,,,
complement,complement,2,shears,shear,2,,,
colosseum,colosseum,2,scorned,scorn,2,,,
dinero,dinero,2,frothing,froth,2,,,
ory,ory,2,pickings,picking,2,,,
renovating,renovate,2,sincerest,sincerest,2,,,
nerissa,nerissa,2,harpers,harper,2,,,
thumbnail,thumbnail,2,papel,papel,2,,,
tums,tums,2,compacted,compact,2,,,
neapolitan,neapolitan,2,pistons,piston,2,,,
timone,timone,2,quran,quran,2,,,
anaya,anaya,2,sideline,sideline,2,,,
lao,lao,2,barlo,barlo,2,,,
junkanoo,junkanoo,2,hasta,hasta,2,,,
mcstuffins,mcstuffins,2,op,op,2,,,
installing,instal,2,tessy,tessy,2,,,
bonss,bons,2,garvey,garvey,2,,,
stina,stina,2,buzzz,buzzz,2,,,
meinking,meinke,2,ac,ac,2,,,
encore,encore,2,gavayo,gavayo,2,,,
engrossed,engross,2,campino,campino,2,,,
onc,onc,2,jeer,jeer,2,,,
workday,workday,2,riser,riser,2,,,
buoy,buoy,2,accra,accra,2,,,
heos,heo,2,crock,crock,2,,,
crosswire,crosswire,2,thatch,thatch,2,,,
sirl,sirl,2,ghana,ghana,2,,,
